time,signal
4.065626251,0.0029976
4.069627851,-0.0011452
4.073629452,-0.00069043
4.077631052,0.0020154
4.081632653,0.0010588
4.085634254,-0.0025578
4.089635854,-0.0034283
4.093637455,-0.0014982
4.097639056,0.00033304
4.101640656,0.0004939
4.105642257,0.000162
4.109643858,0.0011472
4.113645458,0.00066293
4.117647059,-0.00090657
4.121648659,0.00045735
4.12565026,0.0010971
4.129651861,4.39E-07
4.133653461,0.0015802
4.137655062,0.0013578
4.141656663,-0.0022938
4.145658263,-0.0021401
4.149659864,-0.0029104
4.153661465,-0.013524
4.157663065,-0.013078
4.161664666,0.017295
4.165666267,0.03313
4.169667867,0.0050741
4.173669468,-0.014689
4.177671068,-0.0051915
4.181672669,-0.00094207
4.18567427,-0.0036701
4.18967587,-0.00051427
4.193677471,0.00091585
4.197679072,-0.0032012
4.201680672,-0.005803
4.205682273,-0.002648
4.209683874,0.0030968
4.213685474,0.006015
4.217687075,0.0041048
4.221688675,0.00023863
4.225690276,-0.0014682
4.229691877,-0.0014195
4.233693477,-0.00092396
4.237695078,0.0013447
4.241696679,0.0016411
4.245698279,-0.0022525
4.24969988,-0.0017885
4.253701481,0.0035187
4.257703081,0.002286
4.261704682,-0.0038462
4.265706283,-0.0047171
4.269707883,-0.001704
4.273709484,0.00051372
4.277711084,0.002533
4.281712685,0.0051439
4.285714286,0.0058061
4.289715886,0.0012257
4.293717487,-0.0040599
4.297719088,-0.0049363
4.301720688,-0.004822
4.305722289,-0.0021476
4.30972389,0.0050221
4.31372549,0.0062293
4.317727091,-0.00036188
4.321728691,-0.0039461
4.325730292,-0.0044596
4.329731893,-0.0045365
4.333733493,0.00063098
4.337735094,0.0065252
4.341736695,0.0051554
4.345738295,0.0016792
4.349739896,0.00068261
4.353741497,-0.0014095
4.357743097,-0.0027574
4.361744698,-0.00052119
4.365746299,0.00044959
4.369747899,-0.00091999
4.3737495,-0.00070689
4.3777511,-0.00033077
4.381752701,-0.0017331
4.385754302,-0.0012983
4.389755902,0.002367
4.393757503,0.0048176
4.397759104,0.0021072
4.401760704,-0.006101
4.405762305,-0.011229
4.409763906,-0.0025189
4.413765506,0.010184
4.417767107,0.010246
4.421768707,0.0024265
4.425770308,-0.0025608
4.429771909,-0.0038367
4.433773509,-0.0021139
4.43777511,0.0004932
4.441776711,-0.00026118
4.445778311,-0.0032471
4.449779912,-0.0020275
4.453781513,0.0034188
4.457783113,0.0040943
4.461784714,-0.0015055
4.465786315,-0.0041355
4.469787915,-0.00042024
